companyname,industry,tagline,description,city,zipcode,address,tel,fax,url,mail,president,contact,establishment,year_capital,n_employees,message,srcurl,amount_sales,main_client,start_business,office,branch,shop,start_branch,headoffice,oversea_branch,tel2,fax2
株式会社松川レピヤン,繊維,「出る杭」を伸ばし、常に挑戦！越前織のブランド化を目指す,越前織の織ネーム、織ワッペン、織ストラップ、織マスク、お守り袋の製造販売,坂井市,910-0313,坂井市丸岡内田15-7,0776-66-0158,0776-66-4458,https://rapyarn.jp,,代表取締役 松川 敏雄,営業企画次長 松川 晃久,1925年,"1,000万円",95名,普段は隠れた存在である「織ネーム（ブランドタグ）」ですが、タグひとつでそのブランドの表情・価値が変わるため、「ひとつのブランドを、織ネーム一枚でどこまで価値を上げることができるか」を考え、製造する仕事に誇りを持っています。私たちは織ネームが大好きです。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/046.html,9億2100万円,増成織ネーム、国際文化ネーム、NAXIS、三景など,,,,,,,,,
マルイチセーリング株式会社,伝統工芸・その他,企業フィロソフィーは「生活製作所」メイドインジャパンのソファ専門メーカー,ソファの設計・製造・販売ホテル・商業施設・オフィスなど家具インテリアの設計・施工,越前市,915-0256,越前市赤坂町33-8-1,0778-43-1221,0778-43-8811,https://www.maruichi1950.jp,,代表取締役社長 小林 一朗,総務部長 佐々木 毅,,"8,800万円",92名,創業以来、メイドインジャパンのものづくりにこだわりながら、生活者の暮らしを提案してきました。日本人になじみ深いフロアライフソファのコンセプト「床に暮らす」は私たちが日本で初めて提案したブランドです。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/179.html,"25億7,900万円",㈱東京インテリア家具、㈱島忠、 ㈱太陽家具百貨店,,,,,,,,,
株式会社丸仁,繊維,“ 反射材の常識をくつがえす”ライトフォース反射材,・ 反射素材を用いた素材（LIGHT FORCE®）の企画、製造販売（反射生地、反射糸、反射シートなど）・ 熱転写プリントマークの企画、製造、販売・ 反射材を使ったアパレル、グッズの企画、製造、販売,福井市,918-8014,福井市花堂中2丁目29-5,0776-36-4212,0776-34-2995,https://www.light-force.jp,kengo@marujin-lf.co.jp,代表取締役 雨森 研悟,同　上,1984年6月,"9,015万円",62名,弊社は、反射材以外にも熱転写プリントマークというプリント素材も得意としております。特にアウトドアウェアなどに使われる最先端の生地に対してプリントを可能にする接着剤技術と、反射材を含む外観の表現バリエーションの多さに圧倒的な強みを持ちます。また、熱転写マークにグリーンナノ技術を取り入れるなど環境に対しても具体的に取り組んでおります。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/047.html,"5億5,000万円",ミズノ株式会社、株式会社イマジョー、株式会社アンリアレイジ,,,,,,,,,
丸八株式会社,繊維,炭素繊維を世界最軽量スーツケースや医療用高圧タンクなどに展開,・丸編、経編ニット製品の製造販売、産業資材の製造、販売・三次元立体構造体ニット製品の製造、販売・開繊炭素繊維およびその応用製品の製造、販売・ 炭素繊維、ガラス繊維、アラミド繊維などによる強化繊維シート、織物などの製造、販売・ 屋上緑化システム、壁面緑化システムの製造、販売,坂井市,910-0276,坂井市丸岡町玄女12-1,0776-67-0808,0776-67-8485,http://www.maruhati.co.jp,web@maruhati.co.jp,代表取締役社長 菅原 寿秀,代表取締役社長 菅原 寿秀,1936年,"8,000万円",23名,当社は、繊維を核にした製品・商品の研究開発を実施しています。近年は、消費者に近い製品の開発に取り組んでいます。当社は、先端複合材料の開発に取り組む研究開発型企業です。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/car/048.html,3億円,,,,,,,,,,
三谷コンピュータ株式会社,ICT（情報通信技術）,他社の追随を許さぬ専門性を活かしたニッチトップ企業,ソフトウェア開発・e-CLEAR 下水道受益者負担金システム、上下水道料金計算システム、ホームページ作成支援システム・和洋菓子専門店向けPOSシステム「CocoPOS」・物流倉庫向け在庫管理システム「W-KEEPER」,坂井市,910-0393,坂井市丸岡町熊堂第3号7番地1-13,0776-67-8000,0776-67-8022,https://www.mtn.co.jp,,代表取締役社長 後 淳也,経営管理部 エキスパート 坪田 登,1969年3月,"1億1,224万円",140名,特定の業界・業務に事業を展開するニッチ戦略と、その業界への深い知識に基づいて開発されるパッケージシステム＆お客様に応じたカスタマイズ戦略により、他社の追随を許さない専門性を確保しています。当社の資産は人です。社員の知識と知恵と個性、向上心が原動力です。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/161.html,"36億1,100万円",全国約400の地方自治体、全国の小売業、物流業 他,,,,,,,,,
三谷セキサン株式会社,伝統工芸・その他,コンクリートパイル国内シェア No. 1,コンクリートパイルの製造、販売および 施工その他コンクリート二次製品の製造、 販売,福井市,910-8571,福井市豊島1丁目3番1号,0776-20-3333,0776-20-3306,https://www.m-sekisan.co.jp,,代表取締役社長 三谷 進治,北陸支社技術部長 清水 政浩,1956年,"21億4,600万円","1,117名（連結）",『豊かな技術で未来を創造する』企業として顧客のためになる商品を提供することにより社会貢献をしてまいります。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/180.html,773億20百万円（連結）,総合建設業、電力会社 など,,,,,,,,,
ミツカワ株式会社,繊維,ニットで世界をリードするグローバルカンパニー,丸編ニット生地の開発、製造、販売・衣料用途・資材用途・その他生活関連ニット生地の製造販売,越前市,915-0026,越前市五分市町18-8,0778-27-1400,0778-27-2277,http://www.mitsukawa.com/,,代表取締役 清水 敬互,西野 二三夫,1973年4月,"3,000万円",48名,日本の繊維製造業界は、他のアジア各国の非常に安価なコピー製品の攻勢にさらされています。ハニーグリップは、編み方法が特殊なため、他社・諸外国でのコピーは不可能な製品です。当社は、困難なものづくり技術の開発ではなく、人類に役に立つものづくりを前提に製品開発し、差別化しています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/049.html,"14億4,100万円",,,,,,,,,,
株式会社ミツヤ,繊維,「プラスをつくる」技術で未来を変えるモノづくり,化合繊織物の製織および染色加工炭素繊維複合材料の開発・生産インクジェットクロスの開発・販売,福井市,910-0108,福井市山室町69-1,0776-55-1055,0776-55-1620,http://www.e-mitsuya.jp,,代表取締役 山原 謙治,経営管理部 課長 開発 優,1968年3月,3億710万円,246名(2022年12月末時点）,高い信頼性や品質管理が求められる航空機材料に当社の材料が採用されたことは、地道に、また夢を持って研究開発を続けてきた成果と言えます。今後も、開発提案型企業として社会の変化を捉えながら、高付加価値を持つ繊維製品への取組みや複合材料開発に挑戦し、成長して行きたいと思います。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/aerospace/050.html,"45億9,300万円（2022年4月末実績）",（株）IHIエアロスペース､旭化成アドバンス（株）､一村産業（株）､伊藤忠商事（株）､帝人フロンティア（株）､東レ（株）､（株）ニシヤマ､服部猛（株）（アイウエオ順）,,,,,,,,,
株式会社ミルコン,窯業,先進の技術開発で自然災害に強い都市づくり,コンクリート製品・鋼構造物資材製造販売土木・電設資材販売,福井市,910-8560,福井市長本町202番地,0776-52-8000,0776-52-8001,http://www.milcon.co.jp/,,代表取締役社長 星田 典行,北陸営業本部長 吉川 裕二,1929年11月,"9,800万円",226名,土木関連に留まらず、屋外緑化や海洋緑化関連分野への展開を図り、人と社会と環境が最適に調和する「快適環境」を創造したいと考えています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/085.html,"93億6,600万円",県内建設会社,,,,,,,,,
株式会社八木熊,プラスチック,1895（明治28）年創業「技術ブランドメーカー」×「進化型商社」の融合体企業,合成樹脂成形品の設計開発、製造、加工、販売保安用品（ＫＹブロック、ＫＹフェンス、ＫＹプラガード、KYおもし、ケロガード）、繊維機械用製品、配食・宅配用品など繊維用糊材、繊維用油剤、精練染色助剤、各種化学品、住設建材・資材などの販売,福井市,910-8586,福井市照手2-6-16,0776-22-3300,0776-22-3200,https://www.yagikuma.co.jp/,mnakamura@yagikuma.co.jp,代表取締役社長 八木 信二郎,創夢部 部長 岡本 光弘,1940年4月（創業 1895年）,"2,538万4,500円",107名,当社は、商社とメーカーの融合体という独自の企業体で、あらゆるビジネスシーンでお客様のニーズにお答えすることをモットーにしています。「八木熊に聞けば必ず答えがある」と言っていただけることが私たちの誇りであり、喜びです。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/079.html,"81億2,949万円",フクビ化学工業㈱、各繊維製品製造業 他,,,,,,,,,
山金工業株式会社,伝統工芸・その他,学校間仕切の国内シェア第３ 位 子供たちの夢を育む環境作りを目指して,金属製品製造業・建材部門：学校・病院・福祉施設向けの間仕切（YKSウォール）、    ドア（YKSドア）の製造販売・収納部門：オフィス用備品（アレンジャー）、     工場・物流部門向け什器備品（ヤマテック） の製造販売,福井市,918-8511,福井市左内町4-15,0776-36-2288,0776-36-9553,https://www.yamakin-kougyou.co.jp,info@yamakin-kougyou.co.jp,代表取締役社長 山下 真寛,開発部 部長 有田 亮一,1958年7月,"9,800万円",246名,,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/medical/182.html,57億600万円,大成建設㈱、戸田建設㈱、㈱竹中工務店、 ㈱LIXIL、㈱ゆうちょ銀行、日本郵便㈱、 ㈱山善,1912年1月,,,,,,,,
株式会社山﨑ビロード,繊維,従来の製品からは想像できない究極の薄手ベルベットを開発,各種ビロード（ベルベット）織物の製造、販売ジョーゼットベルベット、ベビーベルベット、フラットベルベット、プレーンベルベット　など,越前市,915-0253,越前市中津山町9-29,0778-43-1333,0778-42-0841,https://yamazaki-velvet.com,shop@yamazaki-velvet.com,代表取締役 山下 祐三,同　上,1962年9月,"1,000万円",4名,当社はベルベットの中でも、特に衣料用として「本物の素材にこだわったベルベット生地」、「表情・手触りの面白いベルベット生地」、「加工の面白いベルベット生地」などを手掛けています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/fashion/051.html,,,,,,,,,,,
山田技研株式会社,電気・電子,高速道路などで活躍する冬季の路面凍結・積雪センサーを提供,冬季の雪氷事象を計測するセンサーの開発、製造、販売・路面センサー・冬季気象センサー・車載式塩分濃度システム・パトロール画像伝送システム・路面熱収支センサー,福井市,918-8015,福井市花堂南2-5-12,0776-36-0460,0776-36-0623,https://www.yamada-giken.co.jp,info@yamada-giken.co.jp,代表取締役 山田 忠幸,酢谷 浩,1987年4月,"1,000万円",14名,創業の目的の一つに「社会環境問題である道路の雪氷障害を克服する新たな技術の挑戦」があります。今後は計測技術のみならず、雪氷エネルギーの新たな活用技術から冬期間の快適な生活環境を提案していきたいと考えています。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/city/152.html,3億円,国土交通省、東・中・西日本高速道路㈱、福井県、JR各社 他,,,,,,,,,
ヨシダ工業株式会社,眼鏡,販売、技術、製造すべてにチャレンジ精神旺盛未来をクリエイトするヨシダ魂,精密部品製造・眼鏡部品・木管楽器部品・医療・精密部品,鯖江市,916-0057,鯖江市有定町2丁目11-24,0778-51-4690,0778-52-4690,https://www.yoshida-i.co.jp,,代表取締役社長 吉田 俊博,営業部 部長 井上 章,1948年4月,"1,000万円",84名,「とにかく、一度やってみるか。」を経営方針に、さまざまな事業にチャレンジしています。ものづくりに興味のある方は、是非、一緒に「ヨシ ダ魂」を築いていきましょう。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/medical/136.html,"15億1,300万円",大手医療機器メーカー、ヤマハ㈱、ミヤザワフルート製造㈱、㈱三響フルート製作所、恵那眼鏡工業㈱,,,,,,,,,
株式会社吉光工業,窯業,「瓦で織る壁」特許取得,住宅・工場の屋根・外壁・雨樋工事、リフレクティックス遮熱工事太陽光発電工事、建築資材販売,福井市,910-0804,福井市高木中央2丁目510,0776-54-0706,0776-54-0762,https://4432.co.jp,yoshimitu@4432.co.jp,代表取締役 吉田知志,吉田 加奈子,1974年8月,"1,000万円",10人,気持ちよく暮らすためのお手伝いを、をテーマに社員一同仕事に取り組んでいます。自身が１級建築士・1級建築板金技能士であることから、建物の外側で出来ることを機能面・技術面から色々提案しております。新事務所もできましたので、ぜひ遊びにきてください。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/housing/87.html,"11,294万円",大和ハウス工業株式会社、セキスイファミエス中部株式会社、北陸ミサワホーム株式会社,,,,,,,,,
株式会社ルネッサ,機械・金属,食品業界や医薬品業界で知名度の高い技術者集団,搬送装置の設計・製造,坂井市,913-0038,坂井市三国町新保97-9-18,0776-82-8283,0776-82-6678,https://www.runessa.co.jp,,代表取締役社長 青木 皇,藤本,2002年3月,"6,400万円",41名,坂井市三国町テクノポート福井にある少数精鋭の技術者集団です。ものづくりの好きな方、「なぜ、どうすれば？」といった探求の好きな方はきっと、当社の仕事の虜になること、請け合いです。,http://info.pref.fukui.jp/tisan/sangakukan/jitsuwafukui/machine/121.html,11億円,㈱日阪製作所、三菱重工メカトロシステムズ㈱、日立造船㈱ほか,,,,,,,,,
